Size(Kb),1-Way,2-Way,4-Way,8-Way
4,0.9487639999999999,0.979273,0.97931,0.949328
8,0.9570379999999999,0.9786009999999999,0.948619,0.978764
16,0.974039,0.9468019999999999,0.94711,0.947274
32,0.938117,0.973747,0.954147,0.954348
64,0.937991,0.9373159999999999,0.938295,0.969751
128,0.92624,0.9236669999999999,0.9261039999999999,0.959152
256,0.870404,0.8883179999999999,0.903504,0.8997879999999999
512,0.8169099999999999,0.810284,0.8137359999999999,0.859376
1024,0.51145,0.583519,0.630944,0.655813
